date,Cases of acute respiratory infections,Cases of severe acute respiratory infections,Cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,A H1N12009 - Sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage) - Sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H3,A (unknown subtype),B Victoria,B Yamagata,B (unknown lineage),A H1N12009.1,A H1.1,A H3.1,A (unknown subtype).1,B Victoria.1,B Yamagata.1,B (unknown lineage).1,A H1N12009.2,A H3.2,A (unknown subtype).2,B Victoria.2,B Yamagata.2,B (unknown lineage).2,A H1N12009.3,A H1.3,A H3.3,A H5.3,A (unknown subtype).3,B Victoria.3,B Yamagata.3,B (unknown lineage).3,reported_sari_icu,outpatients_ari,outpatients_ili,inpatients_sari,inpatients_sari_icu,inf_negativenonsentinel,inf_negativenotdefined,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,inf_negativecombined,spec_processed_nbcombined,spec_received_nbcombined,date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
10/9/2017,1517739,5147,228587,156,19,575,601,158,1166,1370,0,0,86,390,190,1834,2375,4,88,92,7,294,438,39,593,773,231,2428,3151,9.086826347,5.714130277,601,1370,390,92,237,438,19,0,158,9,4,28,7,6,46,293,0,3,137,575,0,1166,0,86,88,206,294,79,2075782,3490346,67495,980,16211,19449,26720,1735,16557,22872,1079,36581,55144,40508,10/9/2017 0:00,1.30662,1.33419,4120,4453,13269,2233,994535
10/16/2017,1528985,4891,194301,129,27,545,581,200,1072,1309,0,0,59,371,229,1682,2271,1,80,81,3,270,417,27,603,781,256,2285,3052,8.7100709,5.451654967,581,1309,371,81,269,417,27,0,200,1,1,23,3,9,37,310,0,6,144,545,0,1072,0,59,80,240,270,82,2079284,3271818,64404,850,17439,19507,26234,1987,17827,22866,1234,38003,55983,41927,10/16/2017 0:00,1.34866,1.41293,4409,4993,14319,2254,1013427
10/23/2017,1545661,5340,196537,196,52,783,842,198,1059,1293,0,0,58,479,277,1917,2633,7,87,94,18,317,512,56,721,956,337,2639,3594,9.676946207,6.081321173,842,1293,479,94,335,512,52,0,198,26,7,31,18,6,36,395,0,2,177,783,0,1059,0,58,87,302,317,69,2209977,2939352,66338,964,17916,19997,27271,2316,18391,23710,1473,39158,59099,43574,10/23/2017 0:00,1.51871,1.57884,5003,5529,15826,2251,1002381
10/30/2017,1388902,5229,181544,151,39,808,856,271,937,1251,0,0,63,660,326,1820,2780,3,109,112,20,338,622,74,805,1152,400,2626,3933,9.493510719,6.380493503,856,1251,660,112,410,622,39,0,271,15,3,50,20,9,43,581,0,10,263,808,0,937,0,63,109,350,338,82,2006807,3097455,63353,847,19293,19830,27661,2339,20015,24385,1591,40414,61641,45991,10/30/2017 0:00,1.74793,1.70723,5219,6133,17068,2213,999750
11/6/2017,1480986,5075,214576,174,67,1038,1128,335,881,1270,0,0,103,892,406,2041,3311,4,148,152,28,381,716,84,1015,1423,497,3060,4738,10.71578652,7.229503944,1128,1270,892,152,550,716,67,0,335,2,4,52,28,21,54,786,0,15,302,1038,0,881,0,103,148,483,381,63,1835995,3803160,65944,903,20957,19905,28556,2466,21886,25479,1554,42048,65537,48919,11/6/2017 0:00,1.87047,1.86372,6108,6625,18994,2278,1019146
11/13/2017,1508953,5056,218281,175,138,1093,1255,439,888,1424,0,0,132,1214,583,2127,3909,5,182,187,39,406,891,136,1221,1830,722,3350,5741,11.56288831,8.279492357,1255,1424,1214,187,737,891,138,0,439,4,5,87,39,22,97,1078,0,22,445,1093,0,888,0,132,182,627,406,56,1995132,3890562,63882,893,22533,20024,28972,2852,23794,26004,1876,43899,69340,51674,11/13/2017 0:00,2.06674,2.09726,6805,7478,21615,2281,1030631
11/20/2017,1554289,4775,237213,165,176,1379,1593,538,997,1675,0,0,178,1714,718,2575,5006,5,216,222,37,507,1106,153,1560,2320,880,4137,7329,14.41965842,10.36369807,1593,1675,1714,222,979,1106,176,0,538,2,5,106,37,34,140,1529,1,40,558,1379,0,997,0,178,216,830,507,59,2166791,3620533,61543,824,22141,18909,28690,2732,23830,26384,1611,42088,70718,51825,11/20/2017 0:00,2.28188,2.34372,6945,5876,19817,2264,845535
11/27/2017,1640471,5364,259236,155,228,1482,1765,854,1302,2352,0,0,294,2121,1106,3110,6279,11,327,339,77,721,1553,345,2422,3584,1465,5541,9872,18.22277765,12.74201043,1765,2352,2121,339,1660,1553,228,0,854,13,11,240,77,49,195,1813,1,50,748,1482,0,1302,0,294,327,1368,721,58,2199835,3756276,61431,828,25225,18943,30407,3687,27213,27662,2369,45574,77476,57244,11/27/2017 0:00,2.28528,2.24895,7008,7476,23755,2274,1056270
12/4/2017,1611109,5650,283445,81,324,1694,2144,1139,1558,2987,0,0,410,3480,1482,3701,8664,20,323,343,81,798,2403,364,2877,4841,1875,6580,13512,21.00491604,15.92269621,2144,2987,3480,343,2026,2403,324,0,1139,6,20,238,81,117,290,3062,0,55,1516,1694,0,1558,0,410,323,1731,798,57,1868880,3460466,54532,564,27461,18507,31326,4206,30767,29213,2785,47527,84860,62765,12/4/2017 0:00,2.5848,2.49852,7230,8491,24979,2263,999753
12/11/2017,1645191,5621,353772,88,482,1697,2385,1647,1780,4008,0,0,561,6229,2177,4071,12688,46,396,444,211,1067,3551,730,3818,6950,2963,7898,19651,23.8725668,20.38781566,2385,4008,6229,444,2845,3551,482,0,1647,15,46,421,211,187,577,5648,2,85,2251,1697,0,1780,0,561,396,2330,1067,61,2095672,3414347,55466,524,29790,18176,33084,5469,35194,30797,3558,49693,96386,69549,12/11/2017 0:00,3.36711,3.20443,8297,11277,31533,2255,984043
12/18/2017,1476552,6299,461238,70,640,2022,3123,2706,2007,5775,0,0,817,12345,3444,4916,21348,59,453,514,305,1316,6460,1042,4526,10591,4596,9458,31964,27.53340514,27.69628019,3123,5775,12345,514,3423,6460,640,0,2706,26,59,579,305,391,1060,11495,2,115,4777,2022,0,2007,0,817,453,2707,1316,55,1777261,3493789,54257,505,37074,16924,34351,7045,48009,32691,4815,55735,115409,85515,12/18/2017 0:00,4.71836,4.4305,10464,14164,42664,2204,962961
12/25/2017,1288142,6305,511684,74,544,2137,3360,3166,1848,6198,0,0,1188,16854,3860,5294,26595,45,393,438,336,1771,9710,1211,4953,13987,5169,10252,40595,29.75388902,32.41816599,3360,6198,16854,438,3599,9710,544,0,3166,59,45,703,336,583,1183,15596,0,152,7557,2137,0,1848,0,1188,393,2726,1771,39,1283183,3184810,48981,484,41424,16148,34456,7418,55518,33143,5424,59226,125223,94085,12/25/2017 0:00,5.72036,5.46448,11301,11509,44986,2122,823244
1/1/2018,1200788,7325,653828,271,649,2842,4267,3516,2000,6903,0,0,1890,19149,4219,7064,30660,52,404,459,603,2410,13593,1548,5672,18116,5768,12752,48792,31.76089664,33.56308556,4267,6903,19149,459,4015,13593,649,0,3516,48,52,868,603,774,1383,17210,1,305,10575,2842,0,2000,0,1890,404,2838,2410,379,1400828,2779084,81701,804,45763,16504,40150,8758,61316,38471,6410,64375,145374,106197,1/1/2018 0:00,5.77543,5.37416,9426,11748,47282,2235,879802
1/8/2018,1555137,7524,685801,241,902,3378,5168,3723,1923,6836,0,0,2043,20721,4730,7353,32740,48,400,450,857,2813,14914,2169,6118,19923,6920,13486,52678,31.22120616,33.05327753,5168,6836,20721,450,4479,14914,902,0,3723,85,48,1234,857,877,1180,18586,1,359,11240,3378,0,1923,0,2043,400,2860,2813,377,1953819,4112328,90475,825,49881,17873,43195,10389,68276,41084,6919,70186,159373,116279,1/8/2018 0:00,5.9083,5.54335,10082,17403,56922,2251,1026852
1/15/2018,1666388,7982,687546,272,982,3904,5744,3198,1846,6163,0,0,1679,19886,4304,7443,31815,61,312,387,941,3698,16572,2499,6766,21760,6846,14234,53600,32.25762589,33.5839599,5744,6163,19886,387,4689,16572,982,0,3198,95,61,1445,941,849,1107,18101,8,498,11916,3904,0,1846,0,1679,312,2712,3698,432,2225471,4216295,95070,812,50437,18693,44126,10125,69124,43028,6293,71544,159600,118445,1/15/2018 0:00,6.49095,6.34203,12004,21873,62937,2277,992379
1/22/2018,1770721,7369,703817,283,1124,3838,5818,3163,1420,5551,0,0,1723,22213,4422,6994,33611,64,295,369,951,3892,19031,2731,6333,23931,7206,13352,57567,31.09310232,33.74404305,5818,5551,22213,369,4437,19031,1124,0,3163,94,64,1661,951,850,951,20382,4,611,14166,3838,0,1420,0,1723,295,2112,3892,415,2370763,4084324,94379,806,58338,18944,42942,10853,80322,41228,6923,79914,170599,128473,1/22/2018 0:00,7.17799,7.04897,13432,30671,77468,2279,1098998
1/29/2018,1836316,6998,742792,259,1021,3502,5447,2871,1331,5059,0,0,1709,20692,4021,6644,31306,100,212,338,965,4060,21173,3050,6115,26175,7086,12783,57505,29.97397238,33.04049551,5447,5059,20692,338,4579,21173,1021,0,2871,102,100,1942,965,919,837,18870,10,807,16134,3502,0,1331,0,1709,212,1819,4060,399,2393746,4092855,92604,776,59579,19148,42647,10709,81687,40493,7056,81562,174044,129236,1/29/2018 0:00,7.52851,7.79783,14854,37252,86095,2265,1104089
2/5/2018,1871840,7225,734582,251,954,3231,5075,2383,1098,4278,0,0,1871,19764,3438,6205,29144,122,136,271,979,4361,22673,3116,6051,27233,6576,12265,56388,28.99869961,32.61571209,5075,4278,19764,271,4129,22673,954,0,2383,72,122,1927,979,886,784,17812,13,655,17304,3231,0,1098,0,1871,136,1522,4361,400,2419450,3917172,99389,840,59417,19231,42295,10087,81391,41067,6492,81199,172886,128950,2/5/2018 0:00,7.38424,7.78892,15192,38457,87646,2290,1125265
2/12/2018,1966526,6199,738262,251,888,2201,4136,1881,992,3855,0,0,1813,17484,2870,5012,25514,121,107,251,702,4847,23637,2719,6086,27713,5604,11111,53240,28.74699232,32.53682088,4136,3855,17484,251,3738,23637,888,0,1881,60,121,1819,702,1033,964,15605,13,785,18037,2201,0,992,0,1813,107,1119,4847,420,2432547,4443930,100740,836,55392,17217,38651,8803,74973,36922,5508,74839,163630,117403,2/12/2018 0:00,6.46068,6.83583,13340,31984,75987,2215,1111598
2/19/2018,1961354,7082,693782,214,699,2499,4252,1425,767,3267,0,0,1680,13281,2200,4960,20834,123,89,235,649,4130,20605,2577,5429,24727,4785,10394,45568,26.94770683,31.05398738,4252,3267,13281,235,3814,20605,699,0,1425,58,123,1731,649,1050,1068,11540,14,882,15766,2499,0,767,0,1680,89,1193,4130,499,2389296,3983044,102392,754,46457,17622,38571,7661,60034,36877,4546,66018,146738,101457,2/19/2018 0:00,4.95341,5.17354,10142,20394,52961,2259,1023689
2/26/2018,1930827,6619,643478,237,575,1994,3652,938,713,2658,0,0,1465,10016,1573,4200,16365,93,90,207,501,3365,16405,2055,4368,19541,3638,8573,35911,22.3231955,26.93493343,3652,2658,10016,207,2845,16405,575,0,938,45,93,1405,501,1081,995,8503,19,527,12499,1994,0,713,0,1465,90,897,3365,434,2584376,4289322,2156800,787,39525,19780,38404,6263,48489,37030,3580,61088,133325,89099,2/26/2018 0:00,3.67274,3.55184,7190,13370,35932,2194,1011645
3/5/2018,1788868,6767,595671,250,468,2037,3581,718,624,2324,0,0,1069,8579,1252,3738,14502,91,131,225,441,2638,14185,1829,3640,17175,3087,7380,31681,20.13917315,26.09573075,3581,2324,8579,225,2670,14185,468,0,718,55,91,1241,441,1072,978,7452,2,556,11091,2037,0,624,0,1069,131,857,2638,610,2505429,4309701,2155402,825,34547,20197,36645,5398,40978,34159,3057,56349,121403,78194,3/5/2018 0:00,3.2037,3.01348,6357,10841,29109,2203,965961
3/12/2018,1886167,6982,553737,221,450,1694,3278,575,587,2168,0,0,828,7140,1073,3111,12589,75,73,151,330,2044,11760,1390,2818,13969,2465,5933,26562,16.85559249,23.55163058,3278,2168,7140,151,2033,11760,450,0,575,37,75,971,330,1132,999,6272,2,360,9376,1694,0,587,0,828,73,694,2044,479,2336871,4263096,105426,781,31061,20539,35199,4466,36794,32684,2529,52892,112782,72007,3/12/2018 0:00,2.78869,2.73862,5590,9479,25928,2188,946753
3/19/2018,1761102,6406,494927,246,312,1449,2787,422,454,1825,0,0,578,6386,770,2484,11018,55,59,115,225,1401,9170,1001,1953,10749,1773,4439,21769,13.3543923,21.05930154,2787,1825,6386,115,1435,9170,312,0,422,29,55,699,225,1024,945,5778,0,243,7537,1449,0,454,0,578,59,490,1401,690,2165208,3594468,101379,829,28316,20486,33240,3618,33442,30271,2248,50062,103370,65961,3/19/2018 0:00,2.50234,2.48438,5212,8635,23785,2168,957380
3/26/2018,1475121,6406,434492,210,245,1191,2533,389,399,1731,0,0,495,5079,657,2091,9356,67,48,116,158,1047,7156,842,1461,8410,1501,3558,17773,11.54033278,19.38463888,2533,1731,5079,116,1133,7156,245,0,389,15,67,610,158,1097,939,4566,1,158,5945,1191,0,399,0,495,48,365,1047,581,1674784,3686218,91846,805,26033,20124,30831,2948,30668,28297,1965,47157,91686,60930,3/26/2018 0:00,2.41065,2.36593,4722,7216,20696,2131,874750
4/2/2018,1567550,6936,425884,342,195,1064,2166,301,353,1474,0,0,459,4159,519,1885,7817,57,39,97,109,916,5491,638,1174,6394,1157,3062,14214,11.50868225,17.26844203,2166,1474,4159,97,795,5491,195,0,301,16,57,470,109,907,814,3683,1,112,4465,1064,0,353,0,459,39,213,916,1030,2301189,3414615,99385,851,23870,16527,26606,2719,27339,23289,1906,41508,82312,52534,4/2/2018 0:00,2.07542,2.03306,4550,6211,19067,2117,937849
4/9/2018,1391694,8156,427619,346,163,1075,1889,205,313,1219,0,0,402,3063,371,1790,6173,41,40,82,86,710,4062,472,946,4790,843,2742,10969,10.18157514,14.34118662,1889,1219,3063,82,638,4062,163,0,205,3,41,341,86,651,701,2658,1,107,3264,1075,0,313,0,402,40,190,710,1013,2412561,3622442,96774,830,22234,17474,26931,2143,25052,23513,1481,40614,76486,50046,4/9/2018 0:00,1.78234,1.8062,4148,5508,16672,2076,923041
4/16/2018,1361485,7892,379161,365,77,1001,1569,190,266,955,0,0,406,2005,269,1676,4532,45,30,75,62,593,2849,352,787,3378,621,2468,7915,9.450869266,11.78704393,1569,955,2005,75,447,2849,77,0,190,1,45,245,62,491,498,1597,0,45,2194,1001,0,266,0,406,30,157,593,1210,2396329,3638385,101530,751,19464,17680,26114,1713,21483,22052,1174,37911,67150,44709,4/16/2018 0:00,1.61608,1.58958,3859,5269,14892,2103,936850
4/23/2018,1299879,7544,383915,360,72,846,1243,110,230,723,0,0,453,1456,186,1531,3424,28,34,62,74,466,2041,255,614,2386,441,2145,5810,8.861439313,9.706791413,1243,723,1456,62,277,2041,72,0,110,4,28,153,74,325,383,999,0,15,1501,846,0,230,0,453,34,108,466,1187,2310873,3995184,96412,730,17782,16688,24206,1356,19328,20513,1028,35213,59855,40869,4/23/2018 0:00,1.53992,1.54077,3725,5343,14572,2079,945759
4/30/2018,1061171,8025,363044,350,47,689,876,70,226,477,0,0,335,967,119,1257,2328,14,33,50,32,302,1240,189,424,1539,308,1682,3868,7.227259056,7.356269375,876,477,967,50,244,1240,47,0,70,2,14,143,32,140,181,630,3,17,906,689,0,226,0,335,33,84,302,1186,2044181,3957207,89247,739,16025,16600,23273,1115,17095,19200,831,33240,52581,37126,4/30/2018 0:00,1.53115,1.45326,3656,4810,13273,2005,913326
5/7/2018,1091376,7883,367459,348,33,791,927,62,229,432,0,0,149,507,95,1171,1868,6,24,30,12,208,806,95,325,1012,190,1496,2880,6.461086637,5.887884859,927,432,507,30,166,806,33,0,62,0,6,77,12,103,141,358,0,6,586,791,0,229,0,149,24,83,208,1203,2220600,3699289,94114,861,14320,17437,23154,909,14978,18839,599,32298,48914,34416,5/7/2018 0:00,1.29599,1.28242,3443,4132,11617,1922,905868
5/14/2018,1176533,8164,379366,402,20,953,1045,47,300,449,0,0,77,336,68,1330,1832,6,22,28,13,125,484,47,240,636,115,1580,2468,6.531084656,5.392767399,1045,449,336,28,118,484,20,0,47,0,6,28,13,72,102,259,0,3,336,953,0,300,0,77,22,87,125,1311,2198539,3889516,95835,775,12601,17917,24192,733,13013,18735,464,30954,45765,32212,5/14/2018 0:00,1.18904,1.2243,3359,3766,11067,1966,903948
5/21/2018,1067675,8420,379419,382,21,655,706,36,309,384,0,0,72,210,57,1045,1309,4,29,33,8,123,329,32,227,458,89,1278,1768,5.401064999,4.404474228,706,384,210,33,94,329,21,0,36,0,4,20,8,30,39,138,0,1,193,655,0,309,0,72,29,73,123,1279,2578313,3515249,92790,753,11517,17602,23662,522,11799,17969,344,29444,40141,30112,5/21/2018 0:00,1.24941,1.23385,3384,3429,10646,1883,862825
5/28/2018,1012530,9322,368470,405,13,902,942,22,218,279,0,0,57,150,36,1182,1376,2,19,21,2,77,205,15,206,350,51,1394,1727,5.986172543,4.462071104,942,279,150,21,122,205,13,0,22,1,2,11,2,27,39,92,0,1,123,902,0,218,0,57,19,108,77,1216,2265886,3578143,89497,805,10624,17057,23287,441,10789,16860,265,27962,38704,27914,5/28/2018 0:00,1.14134,1.22391,3222,2982,9608,1789,785022
6/4/2018,1002818,8033,366408,386,10,1121,1145,19,212,255,0,0,89,168,29,1429,1575,3,24,27,4,87,185,17,239,350,46,1673,1929,6.814386379,5.084745763,1145,255,168,27,129,185,10,0,19,0,3,10,4,14,24,79,0,0,93,1121,0,212,0,89,24,119,87,1193,2114384,3892313,95663,774,9550,17545,24551,433,9703,17035,286,27393,37937,27024,6/4/2018 0:00,0.988567,1.04866,2845,2551,8688,1783,828488
6/11/2018,936058,8068,377630,405,7,906,919,5,231,243,0,0,66,126,12,1208,1293,3,20,23,2,87,160,13,194,279,25,1403,1572,5.91234724,4.440301669,919,243,126,23,93,160,7,0,5,0,3,8,2,6,7,60,0,0,71,906,0,231,0,66,20,84,87,1165,2319109,3690545,89125,833,8813,17050,23730,416,8929,16025,283,26164,35403,25237,6/11/2018 0:00,0.895433,0.979381,2375,2242,7570,1738,772937
6/18/2018,939891,8947,375523,422,3,714,722,6,175,188,0,0,92,148,9,982,1059,3,28,31,0,69,110,9,199,250,18,1187,1315,4.961337513,3.668266012,722,188,148,31,104,110,3,0,6,0,3,6,0,5,7,56,0,1,41,714,0,175,0,92,28,97,69,1209,2470992,3792390,95753,794,8415,16855,23925,317,8502,16369,213,25513,35848,25084,6/18/2018 0:00,0.892227,0.94819,2313,2161,7374,1759,777692
6/25/2018,866736,8601,375659,420,2,640,645,10,227,241,0,0,73,136,12,940,1022,0,32,32,0,74,106,1,194,228,13,1137,1253,4.721760797,3.565432661,645,241,136,32,88,106,2,0,10,0,0,1,0,3,4,63,0,1,32,640,0,227,0,73,32,86,74,1179,2193820,3698180,97475,957,7637,17080,24080,377,7723,16001,197,24949,35143,23921,6/25/2018 0:00,0.877636,0.867741,2201,1906,6932,1720,798856
7/2/2018,855959,8785,281111,441,16,938,958,8,373,383,0,0,96,144,25,1408,1486,0,26,26,1,95,122,7,218,252,32,1627,1739,6.573206206,5.06583547,958,383,144,26,98,122,16,0,8,1,0,6,1,4,2,47,0,1,26,938,0,373,0,96,26,91,95,1116,2123244,1316210,94364,798,6810,17724,24752,231,6879,15787,131,24685,34328,22797,7/2/2018 0:00,0.77502,0.822957,2000,1862,6249,1764,759335
7/9/2018,845429,8342,339656,385,13,930,946,14,363,378,0,0,160,216,27,1457,1544,2,24,26,1,101,115,6,201,221,33,1658,1765,6.799261841,5.232730507,946,378,216,26,76,115,13,0,14,0,2,3,1,3,1,56,0,1,13,930,0,363,0,160,24,72,101,1120,2505959,3575678,97794,848,6922,17459,24385,286,6986,15775,176,24558,33730,22937,7/9/2018 0:00,0.725956,0.772384,1945,1900,6502,1769,841809
7/16/2018,808478,8243,325060,420,18,829,852,8,324,336,0,0,177,240,26,1333,1431,2,22,24,3,137,159,9,261,289,35,1595,1720,6.46770204,4.993177926,852,336,240,24,103,159,18,0,8,0,2,4,3,5,4,63,0,0,18,829,0,324,0,177,22,99,137,1022,2203395,3046245,98897,778,6763,17971,24661,252,6835,16231,174,24900,34447,23240,7/16/2018 0:00,0.68266,0.707466,1741,1720,5786,1732,817849
7/23/2018,783660,6036,346206,295,9,525,539,10,294,306,0,0,219,273,23,1038,1118,2,18,21,0,127,148,2,225,249,25,1264,1368,5.530276514,4.267664951,539,306,273,21,77,148,9,0,10,4,2,0,0,5,2,50,1,0,21,525,0,294,0,219,18,77,127,680,2476096,3640775,87694,721,6666,16604,22856,378,6733,15692,243,23515,32055,22668,7/23/2018 0:00,0.640527,0.686508,1665,1643,5496,1728,800573
7/30/2018,728991,5784,336236,303,8,604,619,13,295,309,0,0,197,252,24,1098,1182,0,28,28,0,134,156,1,228,251,25,1331,1436,5.940373114,4.664306363,619,309,252,28,65,156,8,0,13,3,0,1,0,7,1,52,0,0,20,604,0,295,0,197,28,64,134,770,2357468,3894086,85491,751,6232,16813,22406,265,6292,15635,185,23231,30787,22112,7/30/2018 0:00,0.64106,0.68859,1620,1772,5617,1708,815725
8/6/2018,749588,5608,345522,274,7,523,533,9,345,354,0,0,279,338,21,1147,1225,0,34,34,1,161,184,3,280,305,24,1429,1532,6.47543955,4.866118223,533,354,338,34,82,184,7,0,9,5,0,2,1,3,0,54,0,0,22,523,0,345,0,279,34,80,161,726,2221194,3585071,86119,776,6725,16760,22068,297,6790,15744,164,23643,31483,22698,8/6/2018 0:00,0.706465,0.736093,1727,1786,5864,1670,796639
8/13/2018,463383,5983,374816,303,8,619,632,10,349,362,0,0,291,339,24,1263,1337,0,51,51,1,219,240,3,365,389,27,1630,1728,7.140666754,5.368960696,632,362,339,51,98,240,8,0,10,6,0,2,1,5,3,42,0,1,20,619,0,349,0,291,51,95,219,769,2304707,3818373,82921,707,7011,17137,22827,237,7065,15906,181,24329,32185,23152,8/13/2018 0:00,0.708668,0.806323,1989,2172,6542,1705,811337
8/20/2018,504243,5614,386459,304,25,633,662,20,322,342,0,0,323,408,51,1281,1415,0,47,48,1,232,261,2,393,424,53,1675,1840,7.424316298,5.629149203,662,342,408,48,114,261,25,0,20,6,0,1,1,4,0,79,1,0,28,633,0,322,0,323,47,113,232,773,2322079,3651434,84032,719,7679,16990,22561,385,7783,15777,259,24912,32687,23819,8/20/2018 0:00,0.825743,0.954211,2237,2467,7309,1601,765973
8/27/2018,499884,5368,389026,219,12,758,774,7,355,366,0,0,378,480,19,1492,1621,0,64,64,0,226,259,2,407,442,21,1900,2064,8.132865337,5.932568768,774,366,480,64,113,259,12,0,7,0,0,2,0,4,4,102,0,0,33,758,0,355,0,378,64,111,226,551,2464349,3742308,84983,661,8581,17884,23362,346,8712,16165,258,26740,34791,25135,8/27/2018 0:00,0.864409,0.962249,2447,2836,8117,1661,843545
9/3/2018,563100,5048,372963,287,29,877,908,25,352,382,0,0,117,244,54,1348,1536,0,75,75,1,191,248,2,395,453,56,1745,1991,7.356661046,5.420784666,908,382,244,75,124,248,29,0,25,0,0,1,1,2,5,127,0,0,56,877,0,352,0,117,75,123,191,659,2473337,3642476,93330,769,9615,18159,23720,504,9786,17196,351,28141,36729,27333,9/3/2018 0:00,1.10114,1.14153,2817,3346,9536,1693,835370
9/10/2018,683441,5748,410458,272,54,789,846,18,310,331,0,0,214,370,72,1314,1548,1,88,89,0,188,241,7,400,460,79,1720,2013,8.465400138,5.662287981,846,331,370,89,127,241,54,0,18,0,1,6,0,3,3,156,0,0,52,789,0,310,0,214,88,121,188,664,2529246,4004351,90173,810,11827,14273,20318,539,12030,13305,446,26531,35551,25781,9/10/2018 0:00,1.15244,1.14726,2774,3659,10063,1689,877135
9/17/2018,792357,5160,401149,238,41,902,944,22,305,335,0,0,145,312,65,1354,1593,3,80,83,2,163,234,7,360,436,72,1717,2030,7.180194873,4.96308249,944,335,312,83,114,234,41,0,22,2,3,2,2,1,8,165,0,0,67,902,0,305,0,145,80,112,163,592,2545776,3885565,97206,726,12958,17786,23913,731,13182,17833,535,31267,40902,31550,9/17/2018 0:00,1.20257,1.31197,3242,3950,11190,1666,852916
9/24/2018,784465,4972,392737,243,39,913,955,20,333,353,0,0,116,292,59,1363,1601,0,67,67,0,177,229,3,333,388,62,1701,1994,7.034448534,4.604655459,955,353,292,67,88,229,39,0,20,0,0,3,0,3,0,176,0,0,52,913,0,333,0,116,67,85,177,538,2573232,4039825,97395,754,14542,17772,24181,643,14763,18380,561,32872,43304,33704,9/24/2018 0:00,1.25033,1.37701,3471,4185,11714,1694,850685
10/1/2018,969995,4945,354548,246,47,937,994,24,350,385,0,0,118,371,79,1420,1765,7,81,88,1,148,236,22,314,424,101,1735,2190,6.832860744,4.156307529,994,385,371,88,88,236,47,0,24,8,7,14,1,10,11,245,0,1,87,937,0,350,0,118,81,73,148,534,2505482,4359910,94622,683,16239,19207,25392,1170,16528,20668,802,36221,52691,37998,10/1/2018 0:00,1.41846,1.42429,4857,6300,17839,2565,1252483
10/8/2018,955286,5088,335315,204,58,980,1051,14,314,347,0,0,126,397,81,1422,1798,4,69,73,6,226,322,15,373,479,96,1796,2278,6.542328428,3.990610329,1051,347,397,73,79,322,58,0,14,8,4,5,6,13,19,263,0,1,90,980,0,314,0,126,69,73,226,423,2311935,4039748,91712,772,17729,21255,27452,1343,18035,23133,919,39878,57084,42087,10/8/2018 0:00,1.40418,1.48151,5307,6250,18561,2609,1252846
10/15/2018,946656,5256,337376,148,72,1002,1092,38,330,394,0,0,141,510,123,1479,2002,2,43,45,1,175,285,18,291,420,141,1770,2422,6.230200634,3.95667587,1092,394,510,45,88,285,72,0,38,13,2,15,1,18,26,356,0,2,109,1002,0,330,0,141,43,71,175,328,2393032,3905491,90880,732,19790,21587,28410,1641,20190,23866,1111,42468,61213,45167,10/15/2018 0:00,1.47401,1.59449,5582,6799,19930,2586,1249933
10/22/2018,976479,4993,337287,152,97,1236,1375,47,430,499,0,0,325,726,147,1995,2604,0,68,68,5,175,297,18,302,439,165,2298,3044,7.901794925,4.724360566,1375,499,726,68,68,297,97,0,47,3,0,13,5,42,22,398,0,2,117,1236,0,430,0,325,68,53,175,344,2474789,4099604,91325,703,20968,21539,29082,1780,21409,25394,1119,43547,64432,47922,10/22/2018 0:00,1.64257,1.72683,6242,7478,21616,2646,1251776
10/29/2018,876430,5111,337253,141,106,1298,1480,32,298,362,0,0,469,937,142,2077,2792,2,52,54,1,190,307,11,296,423,153,2373,3215,8.172894782,4.902633545,1480,362,937,54,56,307,106,0,32,3,2,8,1,75,32,465,0,0,116,1298,0,298,0,469,52,48,190,277,2261878,4021986,86757,715,21958,21414,29035,1900,22447,25259,1248,44558,65577,48954,10/29/2018 0:00,1.79275,1.84522,6864,8285,23154,2633,1254812
