date,Cases of acute respiratory infections,Cases of severe acute respiratory infections,Cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,A H1N12009 - Sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage) - Sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H3,A (unknown subtype),B Victoria,B Yamagata,B (unknown lineage),A H1N12009.1,A H1.1,A H3.1,A (unknown subtype).1,B Victoria.1,B Yamagata.1,B (unknown lineage).1,A H1N12009.2,A H3.2,A (unknown subtype).2,B Victoria.2,B Yamagata.2,B (unknown lineage).2,A H1N12009.3,A H1.3,A H3.3,A H5.3,A (unknown subtype).3,B Victoria.3,B Yamagata.3,B (unknown lineage).3,reported_sari_icu,outpatients_ari,outpatients_ili,inpatients_sari,inpatients_sari_icu,inf_negativenonsentinel,inf_negativenotdefined,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,inf_negativecombined,spec_processed_nbcombined,spec_received_nbcombined,date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
3/4/2013,1561446,2215,217046,107,7,3444,3451,165,2309,2478,0,0,2134,2134,172,7913,8085,17,57,74,12,4385,4397,81,4829,4910,253,12752,13005,24.18311809,24.66291176,3451,2478,2134,74,432,4397,7,0,165,0,17,52,12,0,0,0,0,0,0,3444,0,2309,0,2134,57,380,4385,24,1404399,3304818,43510,170,0,8,52731,0,0,31997,0,8,52731,31997,3/4/2013 0:00,2.57808,2.55227,4791,7709,18829,1884,737736
3/11/2013,1579852,2153,202586,120,3,2681,2684,102,2005,2109,1,1,1631,1631,105,6352,6457,21,34,55,13,4154,4167,94,4524,4618,199,10887,11086,22.19933934,22.60511398,2684,2109,1631,55,377,4167,3,0,102,0,21,60,13,0,0,0,0,0,0,2681,0,2005,1,1631,34,317,4154,27,1471417,3198489,43646,133,0,22,49042,0,0,31056,0,22,49042,31056,3/11/2013 0:00,2.39237,2.43225,4480,7065,17392,1846,715059
3/18/2013,1396531,2008,185976,135,5,2138,2143,63,1623,1687,0,0,1177,1177,68,4985,5053,28,37,65,21,3664,3685,93,3991,4084,161,8981,9142,19.81161211,20.16676961,2143,1687,1177,65,325,3685,5,0,63,0,28,44,21,0,0,0,0,0,0,2138,0,1623,0,1177,37,281,3664,29,1291032,3173990,42132,180,0,15,45332,0,0,28870,0,15,45332,28870,3/18/2013 0:00,2.06778,2.10851,3957,6095,15254,1825,723449
3/25/2013,1157910,1805,158686,80,2,1492,1494,43,1278,1321,1,1,884,884,45,3663,3708,16,31,47,24,2868,2892,86,3100,3186,131,6763,6894,18.29123168,18.6455347,1494,1321,884,47,228,2892,2,0,43,0,16,46,24,0,0,0,0,0,0,1492,0,1278,1,884,31,182,2868,34,761415,3033849,39836,150,0,8,36974,0,0,25041,0,8,36974,25041,3/25/2013 0:00,1.90281,1.94725,3830,5204,13714,1811,704276
4/1/2013,1224233,1839,134651,115,1,1174,1175,45,1054,1100,1,1,667,667,46,2901,2947,8,22,30,10,2726,2736,49,2948,3011,95,5866,5961,15.92074908,16.17858597,1175,1100,667,30,215,2736,1,0,45,0,8,31,10,0,0,0,0,0,0,1174,0,1054,1,667,22,184,2726,31,1399707,3064319,38558,157,0,15,36845,0,0,25141,0,15,36845,25141,4/1/2013 0:00,1.65902,1.74859,3516,4299,12273,1769,701881
4/8/2013,1168634,1831,120647,120,2,1265,1267,36,925,961,1,1,572,572,38,2772,2810,3,17,20,8,2387,2395,45,2567,2613,83,5343,5426,14.60155225,14.82837779,1267,961,572,20,188,2395,2,0,36,0,3,34,8,0,0,0,0,0,0,1265,0,925,1,572,17,154,2387,34,1457980,2594950,41750,180,0,9,36592,0,0,25986,0,9,36592,25986,4/8/2013 0:00,1.43006,1.49713,3110,3929,10818,1742,722583
4/15/2013,1135303,1818,109135,85,4,1031,1035,36,707,743,1,1,356,356,40,2104,2144,9,20,29,13,1887,1900,81,1999,2080,121,4108,4229,12.3411542,12.70465948,1035,743,356,29,147,1900,4,0,36,0,9,59,13,0,0,0,0,0,0,1031,0,707,1,356,20,88,1887,32,1460925,2342850,39927,115,0,5,33287,0,0,24749,0,5,33287,24749,4/15/2013 0:00,1.27757,1.32313,2707,3509,9188,1732,694415
4/22/2013,1107937,1876,116421,107,4,931,935,30,440,471,0,0,227,227,34,1601,1635,15,15,30,9,1127,1136,58,1198,1256,92,2800,2892,9.382434742,9.69071474,935,471,227,30,89,1136,4,0,30,0,15,34,9,0,0,0,0,0,0,931,0,440,0,227,15,55,1127,33,1473437,3225778,41603,146,0,7,29843,0,0,22563,0,7,29843,22563,4/22/2013 0:00,1.19009,1.22647,2588,3364,8589,1711,700300
4/29/2013,894912,2056,100133,110,3,824,827,13,335,348,1,1,158,158,16,1321,1337,6,21,27,10,978,988,35,1046,1082,51,2369,2420,9.266575396,9.466066888,827,348,158,27,64,988,3,0,13,0,6,19,10,0,0,0,0,0,0,824,0,335,1,158,21,45,978,33,1288598,3110994,33772,158,0,17,25565,0,0,20103,0,17,25565,20103,4/29/2013 0:00,1.09556,1.19614,2439,3142,7986,1675,667648
5/6/2013,902912,2240,104340,113,2,818,820,11,276,287,3,3,136,136,13,1238,1251,9,9,18,5,733,738,52,775,827,65,2016,2081,8.08988764,8.350722311,820,287,136,18,70,738,2,0,11,0,9,38,5,0,0,0,0,0,0,818,0,276,3,136,9,32,733,36,1503672,2835071,24313,157,0,1,24920,0,0,19842,0,1,24920,19842,5/6/2013 0:00,1.08589,1.19049,2422,2877,7704,1630,647130
5/13/2013,934966,2021,102066,99,3,730,733,15,299,314,0,0,157,157,18,1188,1206,17,11,28,13,662,675,62,693,755,80,1882,1962,7.385605525,7.699552625,733,314,157,28,51,675,3,0,15,0,17,32,13,0,0,0,0,0,0,730,0,299,0,157,11,19,662,34,1300007,2836542,25550,167,0,,25482,0,0,19575,0,,25482,19575,5/13/2013 0:00,1.07343,1.17426,2431,2583,7317,1582,623114
5/20/2013,899379,1915,99620,121,4,849,853,5,282,287,0,0,97,97,9,1229,1238,6,23,29,10,469,479,39,504,543,48,1733,1781,7.059925857,7.2554691,853,287,97,29,33,479,4,0,5,0,6,23,10,0,0,0,0,0,0,849,0,282,0,97,23,10,469,36,1531809,2742022,17954,157,0,,24547,0,0,19753,0,,24547,19753,5/20/2013 0:00,1.01677,1.13342,2230,2219,6589,1489,581338
5/27/2013,867250,2182,124759,117,4,871,875,5,275,280,0,0,115,115,9,1266,1275,6,18,24,4,388,392,21,426,447,30,1692,1722,7.007371821,7.131616003,875,280,115,24,29,392,4,0,5,0,6,11,4,0,0,0,0,0,0,871,0,275,0,115,18,18,388,42,1486856,2949059,22791,174,0,,24146,0,0,19274,0,,24146,19274,5/27/2013 0:00,1.04847,1.14306,2109,2094,6190,1486,541528
6/3/2013,839596,2386,136340,111,4,1075,1079,5,384,389,0,0,123,123,9,1586,1595,1,19,20,3,357,360,12,390,402,21,1976,1997,8.035460128,8.120857224,1079,389,123,20,19,360,4,0,5,0,1,8,3,0,0,0,0,0,0,1075,0,384,0,123,19,11,357,54,1301158,2848517,22928,171,0,,24591,0,0,18881,0,,24591,18881,6/3/2013 0:00,0.920349,1.00881,1983,1779,5638,1421,558875
6/10/2013,805154,2639,147664,94,1,1407,1408,5,488,493,0,0,139,139,6,2042,2048,3,15,18,5,362,367,14,393,407,20,2437,2457,9.708776543,9.788454643,1408,493,139,18,19,367,1,0,5,0,3,6,5,0,0,0,0,0,0,1407,0,488,0,139,15,13,362,66,1325525,2809325,22707,158,0,,25101,0,0,18791,0,,25101,18791,6/10/2013 0:00,0.920779,1.02358,1969,1713,5539,1419,541138
6/17/2013,809554,2773,160387,120,1,1197,1198,0,534,534,1,1,162,162,1,1903,1904,1,23,24,2,322,324,5,358,363,6,2261,2267,9.006532823,9.030433397,1198,534,162,24,15,324,1,0,0,0,1,2,2,0,0,0,0,0,0,1197,0,534,1,162,23,13,322,48,1358079,3127043,25293,185,0,,25104,0,0,19103,0,,25104,19103,6/17/2013 0:00,0.904333,1.00138,1877,1766,5474,1405,546643
6/24/2013,767472,3235,160503,99,1,1327,1328,1,588,589,1,1,240,240,2,2163,2165,0,21,21,2,315,317,2,353,355,4,2516,2520,10.07044508,10.08645533,1328,589,240,21,17,317,1,0,1,0,0,0,2,0,0,0,0,0,0,1327,0,588,1,240,21,17,315,38,1468159,3074853,26388,159,0,,24984,0,0,17892,0,,24984,17892,6/24/2013 0:00,0.83057,0.909498,1703,1581,4915,1389,540408
7/1/2013,715166,3125,162161,117,0,1253,1253,2,771,773,1,1,284,284,2,2313,2315,0,20,20,1,317,318,1,346,347,3,2659,2662,10.29901619,10.31063599,1253,773,284,20,9,318,0,0,2,0,0,0,1,0,0,0,0,0,0,1253,0,771,1,284,20,9,317,41,1237173,2964458,27628,170,0,,25818,0,0,17842,0,,25818,17842,7/1/2013 0:00,0.862837,0.950042,1594,1489,4506,1357,474295
7/8/2013,716120,2969,155686,111,2,1048,1050,5,815,820,0,0,246,246,7,2114,2121,0,11,11,0,291,291,0,321,321,7,2435,2442,9.94283381,9.971416905,1050,820,246,11,16,291,2,0,5,0,0,0,0,0,0,0,0,0,0,1048,0,815,0,246,11,16,291,33,1389411,3019301,27225,155,0,,24490,0,0,18121,0,,24490,18121,7/8/2013 0:00,0.732182,0.829299,1576,1491,4510,1362,543833
7/15/2013,693466,3192,150002,115,0,998,998,0,746,746,0,0,258,258,0,2005,2005,1,12,13,0,345,345,1,372,373,1,2378,2379,9.405901432,9.409856815,998,746,258,13,14,345,0,0,0,0,1,0,0,0,0,0,0,0,0,998,0,746,0,258,12,14,345,41,1437349,3021339,26306,144,0,,25282,0,0,18116,0,,25282,18116,7/15/2013 0:00,0.724558,0.802109,1432,1405,4186,1341,521874
7/22/2013,675698,2779,137822,124,0,843,843,0,675,675,0,0,302,302,0,1829,1829,1,8,9,0,291,291,1,331,332,1,2162,2163,9.194131405,9.19838401,843,675,302,9,32,291,0,0,0,0,1,0,0,0,0,0,0,0,0,843,0,675,0,302,8,32,291,43,1532671,2552641,24376,146,0,,23515,0,0,15342,0,,23515,15342,7/22/2013 0:00,0.740848,0.806333,1416,1464,4233,1325,524969
7/29/2013,667193,2880,132436,86,1,792,793,2,684,686,0,0,235,235,3,1718,1721,0,17,17,0,252,252,0,293,293,3,2013,2016,9.228864845,9.242618742,793,686,235,17,24,252,1,0,2,0,0,0,0,0,0,0,0,0,0,792,0,684,0,235,17,24,252,51,1520192,2866303,25809,129,0,,21812,0,0,15165,0,,21812,15165,7/29/2013 0:00,0.726037,0.796937,1216,1284,3886,1290,487617
8/5/2013,649647,2590,134636,99,1,688,689,1,602,603,1,1,226,226,2,1525,1527,0,14,14,3,270,273,3,300,303,5,1839,1844,8.646793304,8.670302802,689,603,226,14,16,273,1,0,1,0,0,0,3,0,0,0,0,0,0,688,0,602,1,226,14,16,270,37,1310068,2830009,26026,135,0,,21268,0,0,14730,0,,21268,14730,8/5/2013 0:00,0.755639,0.779136,1367,1338,4075,1299,523015
8/12/2013,664806,2537,140697,81,0,547,547,1,623,624,1,1,193,193,1,1368,1369,0,17,17,0,340,340,0,377,377,1,1746,1747,8.344484802,8.349264003,547,624,193,17,20,340,0,0,1,0,0,0,0,0,0,0,0,0,0,547,0,623,1,193,17,20,340,41,1440005,2648579,26213,145,0,7,20924,0,0,15122,0,7,20924,15122,8/12/2013 0:00,0.761847,0.797653,1364,1366,4168,1276,522533
8/19/2013,683909,2479,142189,126,0,482,482,1,510,511,0,0,167,167,1,1163,1164,0,22,22,0,276,276,0,324,324,1,1488,1489,6.994453323,6.999153897,482,511,167,22,26,276,0,0,1,0,0,0,0,0,0,0,0,0,0,482,0,510,0,167,22,26,276,59,1257099,2818107,27150,156,0,6,21274,0,0,15500,0,6,21274,15500,8/19/2013 0:00,0.779896,0.825485,1331,1561,4317,1265,522965
8/26/2013,766154,2759,140382,102,0,422,422,1,582,583,1,1,242,242,1,1252,1253,1,16,17,0,336,336,1,373,374,2,1625,1627,7.828307159,7.837941998,422,583,242,17,21,336,0,0,1,0,1,0,0,0,0,0,0,0,0,422,0,582,1,242,16,21,336,43,1513861,2799172,28038,172,0,12,20758,0,0,15920,0,12,20758,15920,8/26/2013 0:00,0.899138,0.935469,1499,1814,5053,1260,540157
9/2/2013,905360,2616,141150,108,2,362,364,2,560,562,0,0,240,240,4,1162,1166,0,20,20,0,354,354,0,410,410,4,1578,1582,7.69831203,7.717826129,364,562,240,20,35,354,2,0,2,0,0,0,0,0,0,0,0,0,0,362,0,560,0,240,20,35,354,49,1407115,2748636,28515,145,0,6,20498,0,0,15800,0,6,20498,15800,9/2/2013 0:00,0.999524,1.04345,1681,2035,5626,1317,539175
9/9/2013,1040531,2412,139678,118,1,383,384,2,755,757,2,2,167,167,3,1318,1321,0,22,22,0,353,353,0,406,406,3,1727,1730,7.938040081,7.95182938,384,757,167,22,31,353,1,0,2,0,0,0,0,0,0,0,0,0,0,383,0,755,2,167,22,31,353,41,1521293,2631770,28914,185,0,5,21756,0,0,17144,0,5,21756,17144,9/9/2013 0:00,1.0558,1.09107,1926,2437,6374,1307,584196
9/16/2013,1112915,2471,124988,81,7,332,339,1,689,690,0,0,201,201,8,1233,1241,0,18,18,0,349,349,0,412,412,8,1657,1665,7.81456329,7.85229202,339,690,201,18,44,349,7,0,1,0,0,0,0,0,0,0,0,0,0,332,0,689,0,201,18,44,349,35,1472253,2106431,28120,157,0,9,21204,0,0,16862,0,9,21204,16862,9/16/2013 0:00,1.0967,1.20108,2175,2683,7110,1290,591969
9/23/2013,1195162,2423,164388,100,4,340,344,2,649,651,0,0,164,164,6,1160,1166,1,24,25,0,331,331,1,402,403,7,1569,1576,6.875246484,6.905919986,344,651,164,25,47,331,4,0,2,0,1,0,0,0,0,0,0,0,0,340,0,649,0,164,24,47,331,47,1531536,3159464,28679,165,0,10,22821,0,0,18491,0,10,22821,18491,9/23/2013 0:00,1.24709,1.26179,2393,2963,7963,1364,631088
9/30/2013,1241809,2560,168433,109,2,298,301,14,500,520,0,0,222,229,16,1024,1054,0,29,29,0,322,331,1,386,397,17,1419,1460,7.021624029,6.093743478,301,520,229,29,37,331,2,0,14,0,0,1,0,1,5,4,0,0,6,298,0,500,0,222,29,35,322,33,1461079,3212577,31357,163,0,6,20209,286,0,17817,0,6,23959,17817,9/30/2013 0:00,1.15746,1.13249,2974,3769,9677,1960,854487
10/7/2013,1260457,2555,162388,112,0,313,317,10,526,546,1,1,203,208,11,1052,1081,1,33,34,0,297,302,6,381,392,17,1438,1478,5.982692628,5.210646924,317,546,208,34,56,302,0,0,10,0,1,5,0,2,8,3,0,0,4,313,0,526,1,203,33,51,297,26,1349679,3271213,29763,139,0,9,24036,448,0,21586,0,9,28365,21586,10/7/2013 0:00,1.27184,1.21121,3276,3925,10420,1990,860298
10/14/2013,1228070,2282,63301,112,0,234,244,5,452,463,0,0,173,179,5,866,893,1,26,27,0,237,248,1,317,330,9,1185,1225,5.037194474,4.398089972,244,463,179,27,54,248,0,0,5,0,1,0,0,5,6,3,0,0,7,234,0,452,0,173,26,53,237,42,1393796,1061630,28244,160,0,9,23525,475,0,21402,0,9,27853,21402,10/14/2013 0:00,1.31623,1.25682,3483,3880,10658,2018,848016
10/21/2013,1233530,2194,138190,115,2,302,317,4,385,399,1,1,195,204,6,890,928,7,19,26,7,309,330,15,371,401,31,1264,1332,5.289145535,4.608039853,317,399,204,26,41,330,2,0,4,0,7,1,7,2,6,6,0,0,3,302,0,385,1,195,19,39,309,37,1478211,3034134,31164,147,0,15,23898,642,0,22324,0,15,28906,22324,10/21/2013 0:00,1.37444,1.37097,3930,4484,12036,2027,877917
10/28/2013,1130304,2175,133280,108,2,369,390,6,440,460,1,1,215,221,8,1030,1077,1,7,8,2,313,332,5,393,418,14,1429,1503,5.566809505,4.901673026,390,460,221,8,75,332,2,0,6,0,1,2,2,8,8,5,0,0,4,369,0,440,1,215,7,71,313,33,1302493,3115704,31560,150,0,16,25670,637,0,24176,0,16,30663,24176,10/28/2013 0:00,1.46781,1.42956,4045,4642,12502,2028,874537
11/4/2013,1146877,2272,135675,123,7,407,426,12,471,507,3,3,235,242,19,1120,1182,0,20,20,0,321,334,1,391,408,21,1517,1596,5.933893996,5.223538653,426,507,242,20,51,334,7,0,12,0,0,1,0,7,11,6,0,0,3,407,0,471,3,235,20,49,321,35,1246906,3108351,30928,171,0,4,25565,710,0,24379,0,4,30554,24379,11/4/2013 0:00,1.5834,1.53588,4434,5062,13498,2017,878845
11/11/2013,1186464,2232,135518,103,6,615,636,11,487,510,0,0,258,271,17,1363,1420,0,15,15,1,341,362,2,470,494,19,1836,1917,6.779661017,5.84219669,636,510,271,15,115,362,6,0,11,0,0,1,1,8,8,11,0,0,10,615,0,487,0,258,15,113,341,35,1337501,3080866,42101,128,0,5,27081,742,0,25295,0,5,32813,25295,11/11/2013 0:00,1.60253,1.60267,4643,5000,13927,2054,868987
11/18/2013,1183488,2212,147667,120,18,755,778,22,540,579,0,0,339,349,41,1638,1710,7,14,21,5,450,475,15,550,587,58,2192,2301,7.951824712,6.863329953,778,579,349,21,88,475,18,0,22,0,7,3,5,2,8,7,0,0,13,755,0,540,0,339,14,83,450,34,1452084,2991060,43111,124,0,11,27566,826,0,26428,0,11,33526,26428,11/18/2013 0:00,1.72344,1.73267,4835,5579,15168,2012,875411
11/25/2013,1279002,2094,137813,103,14,942,980,73,792,901,0,0,429,451,93,2168,2337,8,18,26,1,480,514,14,712,760,109,2885,3102,9.945875134,8.827546955,980,901,451,26,216,514,14,0,73,0,8,5,1,18,4,14,0,0,20,942,0,792,0,429,18,210,480,38,1504777,2738355,40797,114,0,11,29007,837,0,26810,0,11,35140,26810,11/25/2013 0:00,2.11076,2.09858,4937,4313,13975,2042,665926
12/2/2013,1318742,2170,155685,86,32,1615,1677,57,976,1087,0,0,810,823,96,3411,3597,14,22,37,0,554,571,21,798,840,119,4215,4443,13.09087521,11.52618881,1677,1087,823,37,231,571,32,0,57,0,14,7,0,21,7,8,0,0,6,1615,0,976,0,810,22,221,554,36,1410843,2962892,139937,118,0,19,32198,733,0,30279,0,19,38547,30279,12/2/2013 0:00,2.1708,2.21374,5549,6579,18920,2055,854664
12/9/2013,1301434,2249,162202,119,35,2111,2214,55,1180,1330,0,0,998,1043,108,4303,4601,15,47,62,5,669,689,27,931,976,136,5238,5581,16.09315473,14.20644012,2214,1330,1043,62,222,689,35,0,55,0,15,7,5,42,9,24,0,0,5,2111,0,1180,0,998,47,212,669,36,1524179,2981162,41693,117,0,7,32548,902,0,31221,0,7,39285,31221,12/9/2013 0:00,2.36971,2.41674,5501,7046,19398,2054,802651
12/16/2013,1217678,2168,155675,84,86,3508,3737,67,1378,1607,0,0,1872,1944,174,6767,7299,6,20,26,3,812,838,34,976,1047,214,7749,8352,21.37242464,19.18412348,3737,1607,1944,26,170,838,86,0,67,0,6,25,3,83,18,36,0,0,11,3508,0,1378,0,1872,20,133,812,23,1287854,3080319,39173,62,0,10,36257,881,0,35137,0,10,43536,35137,12/16/2013 0:00,3.15997,3.03071,6555,8406,24697,2009,814891
12/23/2013,948679,2041,154128,103,63,5105,5334,58,1656,1962,1,1,2226,2327,143,8993,9637,6,25,31,3,932,952,40,1322,1386,188,10320,11028,25.97402597,24.06966846,5334,1962,2327,31,397,952,63,0,58,0,6,31,3,71,24,44,0,0,7,5105,0,1656,1,2226,25,359,932,22,976179,2921955,31022,90,0,9,39732,664,0,37931,0,9,45817,37931,12/23/2013 0:00,4.59053,4.38724,7814,7485,26988,2007,615148
12/30/2013,860701,2119,173186,100,78,6959,7304,19,1619,1892,0,0,2617,2786,138,11208,12008,6,30,36,0,976,1012,14,1397,1453,158,12606,13462,28.64218849,27.11488882,7304,1892,2786,36,397,1012,78,0,19,0,6,8,0,120,13,86,0,0,5,6959,0,1619,0,2617,30,383,976,32,874246,2467185,33327,193,0,5,44012,655,0,41695,0,5,49648,41695,12/30/2013 0:00,4.28195,4.2112,7488,6726,28654,2033,680424
1/6/2014,1217612,2320,388638,97,435,8588,9442,407,1535,2346,0,0,2930,3227,874,13251,15034,18,54,72,20,1212,1263,95,1565,1694,970,14822,16735,28.82311761,28.27717887,9442,2346,3227,72,352,1263,435,0,407,5,18,57,20,403,141,289,0,3,30,8588,0,1535,0,2930,54,292,1212,34,1260134,3220925,40445,143,0,13,51424,1365,0,48454,0,13,59182,48454,1/6/2014 0:00,3.56288,3.46492,6233,7881,28147,2059,812343
1/13/2014,1367092,2505,381123,88,754,7927,9424,463,1507,2344,1,1,2728,3205,1263,12269,14996,47,51,98,22,1249,1318,195,1680,1930,1469,13954,16932,28.14384542,28.35563445,9424,2344,3205,98,501,1318,754,0,463,16,47,126,22,704,241,458,0,4,38,7927,0,1507,1,2728,51,370,1249,24,1535895,3156956,43207,135,0,13,49581,1970,0,46811,0,13,59713,46811,1/13/2014 0:00,3.36378,3.31698,6007,9517,28370,2049,855297
1/20/2014,1533575,2400,407720,109,944,6546,8406,551,1402,2430,0,0,2786,3359,1546,10834,14226,61,41,102,29,1455,1551,236,1665,1978,1799,12504,16213,26.25070854,27.5230448,8406,2430,3359,102,315,1551,944,0,551,21,61,146,29,886,346,550,0,7,55,6546,0,1402,0,2786,41,162,1455,21,1579868,3043303,43170,172,0,25,47633,2131,0,45965,0,25,58907,45965,1/20/2014 0:00,3.39659,3.2407,5878,8858,25502,2062,786928
1/27/2014,1581425,2260,410075,99,846,4751,6581,478,1127,2018,1,1,2463,3107,1367,8386,11732,53,50,103,51,1179,1284,240,1417,1718,1609,9806,13456,23.26287571,25.05586176,6581,2018,3107,103,322,1284,846,0,478,15,53,136,51,959,366,629,0,6,53,4751,0,1127,1,2463,50,180,1179,37,1558088,2967790,40371,168,0,15,42153,1954,0,40326,0,15,53704,40326,1/27/2014 0:00,3.11922,2.88598,5133,8714,23484,2051,813726
2/3/2014,1529019,2480,417935,84,656,4529,6382,394,1217,2111,2,2,2018,2879,1099,7788,11407,51,55,106,59,1300,1435,233,1694,2009,1338,9485,13421,22.40833491,24.35090266,6382,2111,2879,106,460,1435,656,0,394,18,51,122,59,1157,489,840,0,5,72,4529,0,1217,2,2018,55,333,1300,37,1584674,3052294,43069,120,0,15,42328,1968,0,39567,0,15,55115,39567,2/3/2014 0:00,2.83572,2.62172,4729,7711,21085,2051,804244
2/10/2014,1601572,2317,442772,74,479,3974,5784,409,1234,2390,1,1,1756,2714,949,6973,10919,53,51,104,54,1330,1463,229,1843,2153,1182,8822,13082,20.84692093,23.28876863,5784,2390,2714,104,577,1463,479,0,409,11,53,120,54,1296,728,942,0,3,73,3974,0,1234,1,1756,51,454,1330,33,1652925,3336314,44387,114,0,13,42318,1893,0,38477,0,13,56173,38477,2/10/2014 0:00,2.48484,2.34067,4210,6717,18195,2018,777340
2/17/2014,1638918,2610,462354,95,478,3290,5071,352,1236,2351,2,2,1437,2438,915,5983,9905,57,55,112,50,1436,1572,263,1998,2353,1182,7986,12263,19.49564241,21.95899364,5071,2351,2438,112,658,1572,478,0,352,40,57,155,50,1285,753,954,0,6,77,3290,0,1236,2,1437,55,497,1436,37,1664691,3497047,45516,135,0,15,40963,1967,0,38108,0,15,55845,38108,2/17/2014 0:00,2.2741,2.12059,4250,6121,17234,2025,812700
2/24/2014,1577585,2488,466033,99,394,2735,4306,327,1175,2227,0,0,1205,2197,795,5120,8768,57,63,120,66,1517,1677,271,2211,2585,1073,7336,11360,18.4108819,20.93777647,4306,2227,2197,120,773,1677,394,0,327,31,57,146,66,1157,713,959,0,6,85,2735,0,1175,0,1205,63,620,1517,36,1689144,3590293,42165,148,0,20,39846,1681,0,36743,0,20,54256,36743,2/24/2014 0:00,2.07244,1.91094,3953,5875,15914,1978,832786
3/3/2014,1526009,2629,453957,88,294,2046,3330,263,1061,2132,3,3,932,1859,640,4051,7365,47,64,111,47,1662,1818,232,2259,2609,877,6310,9977,16.7926336,19.37883614,3330,2132,1859,111,675,1818,294,0,263,28,47,137,47,974,734,898,0,7,95,2046,0,1061,3,932,64,531,1662,16,1582457,3522032,41252,169,0,8,37576,1543,0,34705,0,8,51484,34705,3/3/2014 0:00,1.98207,1.9023,3775,5575,15044,1944,790831
3/10/2014,1497156,2796,434038,103,266,1584,2641,289,1113,2132,2,2,675,1541,615,3379,6346,53,42,95,49,1959,2141,258,2378,2786,877,5761,9141,16.22634069,18.93134514,2641,2132,1541,95,537,2141,266,0,289,34,53,154,49,785,663,831,0,10,117,1584,0,1113,2,675,42,370,1959,25,1711473,3610197,41918,157,0,9,35504,1377,0,33426,0,9,48285,33426,3/10/2014 0:00,1.82441,1.76619,3616,5022,14024,1904,794024
3/17/2014,1449579,2822,424115,78,134,1272,2053,212,970,1903,1,1,568,1337,403,2823,5324,38,59,97,51,1897,2100,225,2520,2908,638,5357,8248,15.49654315,17.56201427,2053,1903,1337,97,704,2100,134,0,212,21,38,135,51,636,647,744,0,4,136,1272,0,970,1,568,59,561,1897,28,1599399,3507931,40870,157,0,3,34569,1104,0,32253,0,3,46965,32253,3/17/2014 0:00,1.82036,1.85791,3798,5611,14926,1922,803374
3/24/2014,1409800,2631,385489,116,102,973,1550,120,886,1546,1,1,412,1001,249,2278,4117,33,58,91,33,1863,2068,162,2346,2687,418,4630,6824,14.22907895,15.61841985,1550,1546,1001,91,522,2068,102,0,120,9,33,96,33,464,529,579,0,4,163,973,0,886,1,412,58,422,1863,48,1541756,3470461,40722,175,0,10,32539,985,0,31305,0,10,43692,31305,3/24/2014 0:00,1.75391,1.82094,3523,5812,14661,1887,805133
3/31/2014,1342627,2475,376836,85,69,687,1127,100,798,1332,0,0,350,924,204,1839,3416,24,32,56,26,1747,1938,122,1981,2276,337,3820,5695,13.17014308,14.7123408,1127,1332,924,56,281,1938,69,0,100,8,24,72,26,362,374,565,0,7,149,687,0,798,0,350,32,202,1747,34,1741069,3240561,40314,158,0,8,29005,692,0,27800,0,8,38709,27800,3/31/2014 0:00,1.74542,1.83453,3582,5659,14637,1866,797863
4/7/2014,1300260,2485,369031,79,46,465,810,47,728,1152,0,0,309,828,113,1504,2812,15,26,41,16,1745,1936,93,1970,2252,211,3477,5071,12.84969881,14.0416459,810,1152,828,41,273,1936,46,0,47,2,15,61,16,289,359,516,0,13,169,465,0,728,0,309,26,198,1745,28,1724449,2630259,38818,140,0,7,27059,601,0,26414,0,7,36114,26414,4/7/2014 0:00,1.67236,1.75446,3574,5587,14206,1845,809707
4/14/2014,1088861,2736,370032,67,31,347,531,42,450,780,0,0,222,488,85,1026,1814,15,18,33,20,1342,1514,99,1548,1800,190,2575,3617,11.04676105,12.04181509,531,780,488,33,253,1514,31,0,42,4,15,64,20,150,257,260,0,1,140,347,0,450,0,222,18,188,1342,26,1145479,3569736,36018,164,0,5,23310,371,0,22456,0,5,30037,22456,4/14/2014 0:00,1.51659,1.51636,3130,4279,11723,1810,773101
